date,close
2015-01-02,169.687851
2015-01-05,166.623337
2015-01-06,165.053894
2015-01-07,167.110718
2015-01-08,170.076111
2015-01-09,168.713120
2015-01-12,167.391525
2015-01-13,166.920715
2015-01-14,165.912964
2015-01-15,164.393112
2015-01-16,166.548981
2015-01-20,166.904190
2015-01-21,167.746811
2015-01-22,170.241257
2015-01-23,169.307938
2015-01-26,169.704361
2015-01-27,167.465912
2015-01-28,165.318237
2015-01-29,166.846375
2015-01-30,164.748322
2015-02-02,166.788559
2015-02-03,169.200485
2015-02-04,168.556183
2015-02-05,170.257767
2015-02-06,169.786942
2015-02-09,169.027039
2015-02-10,170.827759
2015-02-11,170.926865
2015-02-12,172.570602
2015-02-13,173.280991
2015-02-17,173.553619
2015-02-18,173.570099
2015-02-19,173.446182
2015-02-20,174.486954
2015-02-23,174.462265
2015-02-24,174.957825
2015-02-25,174.809097
2015-02-26,174.602631
2015-02-27,174.007919
2015-03-02,175.106461
2015-03-03,174.387833
2015-03-04,173.652740
2015-03-05,173.842728
2015-03-06,171.397705
2015-03-09,172.108078
2015-03-10,169.316177
2015-03-11,168.919678
2015-03-12,171.067276
2015-03-13,170.018295
2015-03-16,172.289810
2015-03-17,171.777649
2015-03-18,173.842728
2015-03-19,173.049744
2015-03-20,174.577271
2015-03-23,174.237061
2015-03-24,173.257980
2015-03-25,170.719101
2015-03-26,170.312546
2015-03-27,170.702515
2015-03-30,172.785049
2015-03-31,171.274979
2015-04-01,170.669312
2015-04-02,171.283325
2015-04-06,172.436584
2015-04-07,171.980240
2015-04-08,172.560974
2015-04-09,173.324295
2015-04-10,174.270203
2015-04-13,173.481995
2015-04-14,173.813889
2015-04-15,174.593796
2015-04-16,174.544006
2015-04-17,172.536179
2015-04-20,174.112610
2015-04-21,173.905228
2015-04-22,174.759735
2015-04-23,175.199448
2015-04-24,175.606049
2015-04-27,174.875885
2015-04-28,175.431824
2015-04-29,174.709976
2015-04-30,172.959305
2015-05-01,174.834427
2015-05-04,175.332230
2015-05-05,173.324295
2015-05-06,172.610840
2015-05-07,173.299423
2015-05-08,175.581131
2015-05-11,174.743179
2015-05-12,174.220413
2015-05-13,174.253616
2015-05-14,176.070618
2015-05-15,176.261490
